fecha;producto;cliente;valor
2022-08-30;pr-al-52;cli-al-92;36089,6543
2022-08-30;pr-wd-93;cli-wd-86;33,94
2022-08-30;pr-wd-93;cli-wd-14;38,78
2022-08-30;pr-al-52;cli-al-71;44852,4756
2022-08-30;pr-wd-93;cli-wd-86;32,98
2022-08-30;pr-al-52;cli-al-05;36039,0022
2022-08-30;pr-al-52;cli-al-55;36393,5672
2022-08-30;pr-wd-93;cli-wd-02;28,18
2022-08-30;pr-al-52;cli-al-62;44928,4539
2022-08-30;pr-wd-93;cli-wd-91;28,96
2022-08-30;pr-al-52;cli-al-21;36773,4583
2022-08-30;pr-wd-93;cli-wd-79;38,82
2022-08-30;pr-al-52;cli-al-21;36874,7626
2022-08-30;pr-wd-93;cli-wd-10;32,7
2022-08-30;pr-al-52;cli-al-87;37837,1534
2022-08-30;pr-wd-93;cli-wd-58;34,76
2022-08-30;pr-wd-93;cli-wd-39;29,7
2022-08-30;pr-wd-93;cli-wd-05;27,66
2022-08-30;pr-wd-93;cli-wd-65;35,44
2022-08-30;pr-wd-93;cli-wd-13;33,16
2022-08-30;pr-wd-93;cli-wd-85;34,38
2022-08-30;pr-wd-93;cli-wd-90;28,12
2022-08-30;pr-wd-93;cli-wd-85;27,18
2022-08-29;pr-wd-93;cli-wd-53;39,9
2022-08-29;pr-wd-93;cli-wd-82;38,16
2022-08-29;pr-wd-93;cli-wd-45;27,02
2022-08-29;pr-al-52;cli-al-32;35633,785
2022-08-29;pr-dd-15;cli-dd-36;27,9
2022-08-29;pr-wd-93;cli-wd-81;27,68
2022-08-29;pr-al-52;cli-al-99;46422,6922
2022-08-29;pr-dd-15;cli-dd-60;29,52
2022-08-29;pr-wd-93;cli-wd-11;36,2
2022-08-29;pr-al-52;cli-al-63;45992,1489
2022-08-29;pr-dd-15;cli-dd-21;28,9
2022-08-29;pr-al-52;cli-al-52;35735,0893
2022-08-29;pr-wd-93;cli-wd-55;34,96
2022-08-29;pr-dd-15;cli-dd-26;30,06
2022-08-29;pr-al-52;cli-al-68;46675,9529
2022-08-29;pr-wd-93;cli-wd-34;28,12
2022-08-29;pr-wd-93;cli-wd-52;27,14
2022-08-29;pr-wd-93;cli-wd-82;34,24
2022-08-29;pr-al-52;cli-al-99;36773,4583
2022-08-29;pr-wd-93;cli-wd-93;31,7
2022-08-29;pr-wd-93;cli-wd-52;32,28
2022-08-29;pr-wd-93;cli-wd-29;33,96
2022-08-29;pr-wd-93;cli-wd-38;29,4
2022-08-29;pr-wd-93;cli-wd-42;37,64
2022-08-29;pr-wd-93;cli-wd-21;33,58
2022-08-29;pr-wd-93;cli-wd-42;36,1
2022-08-29;pr-wd-93;cli-wd-13;28,5
2022-08-29;pr-wd-93;cli-wd-64;27,1
2022-08-28;pr-wd-93;cli-wd-17;32,24
2022-08-28;pr-wd-93;cli-wd-09;29,58
2022-08-28;pr-wd-93;cli-wd-41;38,34
2022-08-28;pr-al-52;cli-al-01;44067,3674
2022-08-28;pr-wd-93;cli-wd-02;37,88
2022-08-28;pr-al-52;cli-al-60;44903,1278
2022-08-28;pr-wd-93;cli-wd-48;34,56
2022-08-28;pr-al-52;cli-al-29;46144,1054
2022-08-28;pr-al-52;cli-al-97;44928,4539
2022-08-28;pr-wd-93;cli-wd-10;28,1
2022-08-28;pr-wd-93;cli-wd-58;33,34
2022-08-28;pr-al-52;cli-al-60;36039,0022
2022-08-28;pr-wd-93;cli-wd-21;35,42
2022-08-28;pr-wd-93;cli-wd-28;30,7
2022-08-28;pr-al-52;cli-al-75;36216,2847
2022-08-28;pr-wd-93;cli-wd-34;29,14
2022-08-28;pr-wd-93;cli-wd-08;38,98
2022-08-28;pr-wd-93;cli-wd-59;28,22
2022-08-28;pr-wd-93;cli-wd-86;34,88
2022-08-28;pr-wd-93;cli-wd-72;38,64
2022-08-28;pr-wd-93;cli-wd-49;33,28
2022-08-28;pr-wd-93;cli-wd-79;28,08
2022-08-28;pr-wd-93;cli-wd-17;38,38
2022-08-27;pr-wd-93;cli-wd-60;35,36
2022-08-27;pr-wd-93;cli-wd-87;33,16
2022-08-27;pr-al-52;cli-al-88;36545,5236
2022-08-27;pr-wd-93;cli-wd-45;30,3
2022-08-27;pr-al-52;cli-al-83;45814,8664
2022-08-27;pr-al-52;cli-al-69;35836,3936
2022-08-27;pr-wd-93;cli-wd-32;38,16
2022-08-27;pr-al-52;cli-al-44;35912,3718
2022-08-27;pr-wd-93;cli-wd-65;32,36
2022-08-27;pr-wd-93;cli-wd-87;27,7
2022-08-27;pr-al-52;cli-al-08;36545,5236
2022-08-27;pr-wd-93;cli-wd-77;37,42
2022-08-27;pr-al-52;cli-al-72;36190,9586
2022-08-27;pr-wd-93;cli-wd-87;33,98
2022-08-27;pr-al-52;cli-al-43;44801,8235
2022-08-27;pr-wd-93;cli-wd-01;31,36
2022-08-27;pr-wd-93;cli-wd-51;38,86
2022-08-27;pr-wd-93;cli-wd-24;30,48
2022-08-27;pr-wd-93;cli-wd-99;28,5
2022-08-27;pr-wd-93;cli-wd-24;37,68
2022-08-27;pr-wd-93;cli-wd-17;35,26
2022-08-27;pr-wd-93;cli-wd-05;35,28
2022-08-27;pr-wd-93;cli-wd-20;29,96
2022-08-26;pr-wd-93;cli-wd-21;32,92
2022-08-26;pr-wd-93;cli-wd-58;37,32
2022-08-26;pr-al-52;cli-al-31;44827,1496
2022-08-26;pr-wd-93;cli-wd-11;28,7
2022-08-26;pr-al-52;cli-al-52;44852,4756
2022-08-26;pr-dd-15;cli-dd-15;28,16
2022-08-26;pr-wd-93;cli-wd-83;35,48
2022-08-26;pr-al-52;cli-al-07;35811,0675
2022-08-26;pr-dd-15;cli-dd-28;28,12
2022-08-26;pr-wd-93;cli-wd-51;32,8
2022-08-26;pr-al-52;cli-al-58;35988,35
2022-08-26;pr-wd-93;cli-wd-05;36,58
2022-08-26;pr-dd-15;cli-dd-05;28,2
2022-08-26;pr-wd-93;cli-wd-94;28,42
2022-08-26;pr-dd-15;cli-dd-96;28,2
2022-08-26;pr-wd-93;cli-wd-08;29,96
2022-08-26;pr-dd-15;cli-dd-64;28,92
2022-08-26;pr-al-52;cli-al-10;35963,0239
2022-08-26;pr-wd-93;cli-wd-38;29,4
2022-08-26;pr-al-52;cli-al-96;45865,5186
2022-08-26;pr-wd-93;cli-wd-92;34,56
2022-08-26;pr-al-52;cli-al-81;35025,9592
2022-08-26;pr-wd-93;cli-wd-95;27,16
2022-08-26;pr-wd-93;cli-wd-08;32,3
2022-08-26;pr-wd-93;cli-wd-25;34,68
2022-08-26;pr-wd-93;cli-wd-73;34,3
2022-08-26;pr-wd-93;cli-wd-66;28,42
2022-08-26;pr-wd-93;cli-wd-79;37,2
2022-08-26;pr-wd-93;cli-wd-50;36,2
2022-08-25;pr-wd-93;cli-wd-67;36,56
2022-08-25;pr-wd-93;cli-wd-49;28,82
2022-08-25;pr-wd-93;cli-wd-36;38,86
2022-08-25;pr-wd-93;cli-wd-68;33,74
2022-08-25;pr-wd-93;cli-wd-78;31,04
2022-08-25;pr-al-52;cli-al-41;44573,8888
2022-08-25;pr-al-52;cli-al-89;35785,7414
2022-08-25;pr-wd-93;cli-wd-62;30,22
2022-08-25;pr-al-52;cli-al-10;46169,4314
2022-08-25;pr-wd-93;cli-wd-21;30,08
2022-08-25;pr-al-52;cli-al-36;45207,0407
2022-08-25;pr-wd-93;cli-wd-12;28,06
2022-08-25;pr-wd-93;cli-wd-91;36,58
2022-08-25;pr-wd-93;cli-wd-02;38,08
2022-08-25;pr-al-52;cli-al-13;35684,4371
2022-08-25;pr-wd-93;cli-wd-53;32,76
2022-08-25;pr-wd-93;cli-wd-32;34,84
2022-08-25;pr-wd-93;cli-wd-95;29,78
2022-08-25;pr-wd-93;cli-wd-16;28,46
2022-08-25;pr-wd-93;cli-wd-32;31,0
2022-08-25;pr-wd-93;cli-wd-32;34,5
2022-08-25;pr-wd-93;cli-wd-98;35,38
2022-08-25;pr-wd-93;cli-wd-11;32,32
2022-08-25;pr-wd-93;cli-wd-10;28,7
2022-08-24;pr-wd-93;cli-wd-15;37,82
2022-08-24;pr-al-52;cli-al-17;36773,4583
2022-08-24;pr-wd-93;cli-wd-40;40,86
2022-08-24;pr-al-52;cli-al-18;44269,976
2022-08-24;pr-al-52;cli-al-55;44118,0195
2022-08-24;pr-wd-93;cli-wd-73;28,1
2022-08-24;pr-wd-93;cli-wd-25;28,18
2022-08-24;pr-al-52;cli-al-59;45840,1925
2022-08-24;pr-wd-93;cli-wd-78;33,48
2022-08-24;pr-wd-93;cli-wd-89;34,62
2022-08-24;pr-wd-93;cli-wd-22;33,48
2022-08-24;pr-wd-93;cli-wd-30;40,14
2022-08-24;pr-wd-93;cli-wd-84;35,26
2022-08-24;pr-wd-93;cli-wd-85;27,66
2022-08-24;pr-wd-93;cli-wd-44;38,44
2022-08-24;pr-wd-93;cli-wd-32;30,96
2022-08-24;pr-wd-93;cli-wd-51;30,1
2022-08-24;pr-al-52;cli-al-46;45789,5403
2022-08-24;pr-dd-15;cli-dd-21;28,54
2022-08-24;pr-wd-93;cli-wd-99;32,92
2022-08-24;pr-al-52;cli-al-32;44979,106
2022-08-24;pr-dd-15;cli-dd-94;29,26
2022-08-24;pr-al-52;cli-al-39;37355,958
2022-08-24;pr-wd-93;cli-wd-12;34,8
2022-08-24;pr-dd-15;cli-dd-47;29,46
2022-08-24;pr-al-52;cli-al-18;36545,5236
2022-08-23;pr-wd-93;cli-wd-21;28,4
2022-08-23;pr-wd-93;cli-wd-13;30,28
2022-08-23;pr-wd-93;cli-wd-21;33,0
2022-08-23;pr-al-52;cli-al-08;35912,3718
2022-08-23;pr-al-52;cli-al-46;36165,6325
2022-08-23;pr-wd-93;cli-wd-07;37,22
2022-08-23;pr-al-52;cli-al-23;45460,3014
2022-08-23;pr-wd-93;cli-wd-96;28,08
2022-08-23;pr-al-52;cli-al-75;44852,4756
2022-08-23;pr-wd-93;cli-wd-86;28,54
2022-08-23;pr-wd-93;cli-wd-22;33,48
2022-08-23;pr-wd-93;cli-wd-89;35,12
2022-08-23;pr-al-52;cli-al-22;37558,5666
2022-08-23;pr-wd-93;cli-wd-92;30,22
2022-08-23;pr-wd-93;cli-wd-29;37,64
2022-08-23;pr-al-52;cli-al-13;35861,7197
2022-08-23;pr-wd-93;cli-wd-82;27,98
2022-08-23;pr-al-52;cli-al-02;36672,154
2022-08-23;pr-wd-93;cli-wd-29;29,88
2022-08-23;pr-wd-93;cli-wd-85;38,4
2022-08-23;pr-wd-93;cli-wd-79;34,52
2022-08-23;pr-wd-93;cli-wd-52;33,44
2022-08-23;pr-wd-93;cli-wd-27;43,9
2022-08-23;pr-wd-93;cli-wd-50;27,5
2022-08-23;pr-wd-93;cli-wd-95;37,36
2022-08-22;pr-wd-93;cli-wd-79;37,1
2022-08-22;pr-wd-93;cli-wd-23;36,74
2022-08-22;pr-wd-93;cli-wd-88;35,12
2022-08-22;pr-al-52;cli-al-44;44776,4974
2022-08-22;pr-al-52;cli-al-77;44852,4756
2022-08-22;pr-wd-93;cli-wd-22;40,12
2022-08-22;pr-al-52;cli-al-43;45916,1707
2022-08-22;pr-wd-93;cli-wd-37;36,1
2022-08-22;pr-al-52;cli-al-61;45764,2143
2022-08-22;pr-wd-93;cli-wd-97;30,36
2022-08-22;pr-wd-93;cli-wd-56;36,7
2022-08-22;pr-dd-15;cli-dd-03;29,64
2022-08-22;pr-dd-15;cli-dd-63;29,52
2022-08-22;pr-dd-15;cli-dd-19;28,02
2022-08-22;pr-dd-15;cli-dd-23;28,04
2022-08-22;pr-wd-93;cli-wd-29;33,78
2022-08-22;pr-al-52;cli-al-30;35431,1764
2022-08-22;pr-wd-93;cli-wd-39;40,6
2022-08-22;pr-al-52;cli-al-25;36570,8497
2022-08-22;pr-al-52;cli-al-08;35608,4589
2022-08-22;pr-wd-93;cli-wd-58;28,64
2022-08-22;pr-wd-93;cli-wd-16;34,86
2022-08-22;pr-wd-93;cli-wd-72;29,22
2022-08-22;pr-wd-93;cli-wd-01;31,88
2022-08-22;pr-wd-93;cli-wd-05;35,62
2022-08-22;pr-wd-93;cli-wd-03;38,62
2022-08-22;pr-wd-93;cli-wd-65;31,96
2022-08-22;pr-wd-93;cli-wd-04;33,96
2022-08-21;pr-wd-93;cli-wd-99;38,24
2022-08-21;pr-wd-93;cli-wd-96;30,66
2022-08-21;pr-wd-93;cli-wd-64;38,34
2022-08-21;pr-al-52;cli-al-98;46523,9965
2022-08-21;pr-al-52;cli-al-89;37457,2623
2022-08-21;pr-wd-93;cli-wd-10;37,18
2022-08-21;pr-wd-93;cli-wd-21;33,26
2022-08-21;pr-wd-93;cli-wd-46;28,56
2022-08-21;pr-al-52;cli-al-91;45080,4103
2022-08-21;pr-al-52;cli-al-27;46650,6268
2022-08-21;pr-wd-93;cli-wd-66;39,04
2022-08-21;pr-al-52;cli-al-41;35684,4371
2022-08-21;pr-wd-93;cli-wd-13;36,62
2022-08-21;pr-al-52;cli-al-09;44269,976
2022-08-21;pr-al-52;cli-al-36;46397,3661
2022-08-21;pr-wd-93;cli-wd-86;38,6
2022-08-21;pr-wd-93;cli-wd-90;32,44
2022-08-21;pr-al-52;cli-al-58;45384,3232
2022-08-21;pr-wd-93;cli-wd-54;33,12
2022-08-21;pr-wd-93;cli-wd-12;29,4
2022-08-21;pr-wd-93;cli-wd-81;30,8
2022-08-21;pr-wd-93;cli-wd-78;32,1
2022-08-21;pr-wd-93;cli-wd-14;38,66
2022-08-21;pr-wd-93;cli-wd-34;29,78
2022-08-21;pr-wd-93;cli-wd-53;27,24
2022-08-20;pr-wd-93;cli-wd-20;36,82
2022-08-20;pr-wd-93;cli-wd-75;28,48
2022-08-20;pr-wd-93;cli-wd-16;37,34
2022-08-20;pr-al-52;cli-al-95;46346,714
2022-08-20;pr-wd-93;cli-wd-70;35,2
2022-08-20;pr-wd-93;cli-wd-56;30,98
2022-08-20;pr-wd-93;cli-wd-83;28,44
2022-08-20;pr-wd-93;cli-wd-58;31,62
2022-08-20;pr-al-52;cli-al-04;45992,1489
2022-08-20;pr-al-52;cli-al-04;37077,3712
2022-08-20;pr-wd-93;cli-wd-20;27,54
2022-08-20;pr-al-52;cli-al-10;35405,8503
2022-08-20;pr-wd-93;cli-wd-24;36,66
2022-08-20;pr-wd-93;cli-wd-99;37,38
2022-08-20;pr-al-52;cli-al-26;36570,8497
2022-08-20;pr-wd-93;cli-wd-37;42,0
2022-08-20;pr-wd-93;cli-wd-85;29,6
2022-08-20;pr-wd-93;cli-wd-54;34,7
2022-08-20;pr-wd-93;cli-wd-21;34,64
2022-08-20;pr-wd-93;cli-wd-74;36,18
2022-08-20;pr-wd-93;cli-wd-38;32,7
2022-08-19;pr-al-52;cli-al-46;46144,1054
2022-08-19;pr-wd-93;cli-wd-04;35,26
2022-08-19;pr-al-52;cli-al-60;46599,9747
2022-08-19;pr-wd-93;cli-wd-57;28,24
2022-08-19;pr-al-52;cli-al-45;45283,0189
2022-08-19;pr-al-52;cli-al-20;37279,9798
2022-08-19;pr-al-52;cli-al-17;36900,0887
2022-08-19;pr-wd-93;cli-wd-71;28,18
2022-08-19;pr-wd-93;cli-wd-04;34,52
2022-08-19;pr-wd-93;cli-wd-93;36,48
2022-08-19;pr-al-52;cli-al-14;37482,5883
2022-08-19;pr-al-52;cli-al-03;36494,8715
2022-08-19;pr-wd-93;cli-wd-88;30,5
2022-08-19;pr-wd-93;cli-wd-80;33,08
2022-08-19;pr-al-52;cli-al-58;46372,04
2022-08-19;pr-wd-93;cli-wd-55;32,82
2022-08-19;pr-wd-93;cli-wd-04;32,4
2022-08-19;pr-wd-93;cli-wd-24;27,62
2022-08-19;pr-wd-93;cli-wd-34;38,56
2022-08-19;pr-wd-93;cli-wd-30;26,36
2022-08-19;pr-wd-93;cli-wd-82;36,14
2022-08-19;pr-wd-93;cli-wd-19;36,42
2022-08-18;pr-al-52;cli-al-31;45181,7146
2022-08-18;pr-al-52;cli-al-60;35836,3936
2022-08-18;pr-al-52;cli-al-60;45890,8446
2022-08-18;pr-al-52;cli-al-19;35887,0457
2022-08-18;pr-dd-15;cli-dd-49;27,88
2022-08-18;pr-al-52;cli-al-63;35963,0239
2022-08-18;pr-al-52;cli-al-83;35760,4154
2022-08-17;pr-wd-93;cli-wd-22;30,12
2022-08-17;pr-wd-93;cli-wd-24;34,54
2022-08-17;pr-wd-93;cli-wd-76;31,48
2022-08-17;pr-wd-93;cli-wd-30;37,04
2022-08-17;pr-wd-93;cli-wd-58;33,64
2022-08-17;pr-wd-93;cli-wd-31;29,08
2022-08-17;pr-wd-93;cli-wd-64;43,88
2022-08-17;pr-al-52;cli-al-19;37026,719
2022-08-17;pr-wd-93;cli-wd-48;35,28
2022-08-17;pr-al-52;cli-al-45;35963,0239
2022-08-17;pr-wd-93;cli-wd-94;36,22
2022-08-17;pr-wd-93;cli-wd-55;29,46
2022-08-17;pr-wd-93;cli-wd-55;42,52
2022-08-17;pr-al-52;cli-al-97;45966,8229
2022-08-17;pr-al-52;cli-al-18;35937,6979
2022-08-17;pr-wd-93;cli-wd-63;36,84
2022-08-17;pr-al-52;cli-al-92;44751,1713
2022-08-17;pr-wd-93;cli-wd-47;32,52
2022-08-17;pr-al-52;cli-al-75;36266,9368
2022-08-16;pr-wd-93;cli-wd-57;41,38
2022-08-16;pr-wd-93;cli-wd-45;31,3
2022-08-16;pr-dd-15;cli-dd-33;29,14
2022-08-16;pr-al-52;cli-al-17;36444,2193
2022-08-16;pr-wd-93;cli-wd-70;37,06
2022-08-16;pr-al-52;cli-al-04;46270,7357
2022-08-16;pr-al-52;cli-al-20;36039,0022
2022-08-16;pr-wd-93;cli-wd-47;25,38
2022-08-16;pr-dd-15;cli-dd-91;27,7
2022-08-16;pr-al-52;cli-al-15;46599,9747
2022-08-16;pr-dd-15;cli-dd-70;27,2
2022-08-16;pr-wd-93;cli-wd-47;28,0
2022-08-16;pr-dd-15;cli-dd-78;26,96
2022-08-16;pr-dd-15;cli-dd-75;26,1
2022-08-16;pr-wd-93;cli-wd-09;35,24
2022-08-16;pr-al-52;cli-al-90;44979,106
2022-08-16;pr-dd-15;cli-dd-16;26,62
2022-08-16;pr-wd-93;cli-wd-69;26,2
2022-08-16;pr-al-52;cli-al-61;37431,9362
2022-08-16;pr-al-52;cli-al-10;46625,3008
2022-08-16;pr-wd-93;cli-wd-50;39,32
2022-08-16;pr-al-52;cli-al-03;36469,5454
2022-08-16;pr-al-52;cli-al-77;36798,7844
2022-08-16;pr-wd-93;cli-wd-94;34,68
2022-08-16;pr-wd-93;cli-wd-70;26,42
2022-08-16;pr-wd-93;cli-wd-81;32,48
2022-08-16;pr-wd-93;cli-wd-51;35,8
2022-08-16;pr-wd-93;cli-wd-19;29,56
2022-08-16;pr-wd-93;cli-wd-42;44,9
2022-08-16;pr-wd-93;cli-wd-35;33,4
2022-08-15;pr-wd-93;cli-wd-46;32,48
2022-08-15;pr-wd-93;cli-wd-26;34,36
2022-08-15;pr-wd-93;cli-wd-69;39,24
2022-08-15;pr-al-52;cli-al-93;45789,5403
2022-08-15;pr-al-52;cli-al-64;36646,8279
2022-08-15;pr-wd-93;cli-wd-37;33,1
2022-08-15;pr-al-52;cli-al-84;36292,2629
2022-08-15;pr-al-52;cli-al-49;46473,3443
2022-08-15;pr-wd-93;cli-wd-21;31,02
2022-08-15;pr-al-52;cli-al-74;46245,4097
2022-08-15;pr-wd-93;cli-wd-64;35,54
2022-08-15;pr-wd-93;cli-wd-05;41,14
2022-08-15;pr-al-52;cli-al-70;44852,4756
2022-08-15;pr-wd-93;cli-wd-90;31,32
2022-08-15;pr-al-52;cli-al-04;45789,5403
2022-08-15;pr-wd-93;cli-wd-39;29,44
2022-08-15;pr-al-52;cli-al-35;36342,915
2022-08-15;pr-al-52;cli-al-01;36165,6325
2022-08-15;pr-wd-93;cli-wd-24;29,1
2022-08-15;pr-wd-93;cli-wd-57;36,12
2022-08-15;pr-wd-93;cli-wd-70;27,78
2022-08-15;pr-wd-93;cli-wd-41;37,78
2022-08-15;pr-wd-93;cli-wd-54;35,56
2022-08-15;pr-wd-93;cli-wd-46;38,7
2022-08-15;pr-wd-93;cli-wd-60;27,68
2022-08-15;pr-wd-93;cli-wd-60;35,9
2022-08-14;pr-wd-93;cli-wd-57;36,4
2022-08-14;pr-wd-93;cli-wd-31;31,16
2022-08-14;pr-wd-93;cli-wd-84;34,72
2022-08-14;pr-al-52;cli-al-24;44852,4756
2022-08-14;pr-wd-93;cli-wd-89;37,16
2022-08-14;pr-al-52;cli-al-36;38065,088
2022-08-14;pr-wd-93;cli-wd-85;40,7
2022-08-14;pr-al-52;cli-al-30;45764,2143
2022-08-14;pr-wd-93;cli-wd-24;29,76
2022-08-14;pr-al-52;cli-al-30;46144,1054
2022-08-14;pr-wd-93;cli-wd-86;35,76
2022-08-14;pr-al-52;cli-al-92;46093,4532
2022-08-14;pr-wd-93;cli-wd-07;35,64
2022-08-14;pr-al-52;cli-al-35;45662,91
2022-08-14;pr-al-52;cli-al-55;37102,6972
2022-08-14;pr-wd-93;cli-wd-92;39,62
2022-08-14;pr-al-52;cli-al-14;35608,4589
2022-08-14;pr-wd-93;cli-wd-10;41,18
2022-08-14;pr-wd-93;cli-wd-80;25,5
2022-08-14;pr-wd-93;cli-wd-16;23,7
2022-08-14;pr-wd-93;cli-wd-54;32,26
2022-08-14;pr-wd-93;cli-wd-95;37,8
2022-08-14;pr-wd-93;cli-wd-89;38,72
2022-08-14;pr-wd-93;cli-wd-77;40,28
2022-08-13;pr-wd-93;cli-wd-70;26,8
2022-08-13;pr-wd-93;cli-wd-44;31,92
2022-08-13;pr-al-52;cli-al-73;46346,714
2022-08-13;pr-wd-93;cli-wd-45;37,94
2022-08-13;pr-al-52;cli-al-56;46042,8011
2022-08-13;pr-wd-93;cli-wd-84;39,86
2022-08-13;pr-al-52;cli-al-82;35861,7197
2022-08-13;pr-al-52;cli-al-57;36114,9804
2022-08-13;pr-wd-93;cli-wd-21;40,44
2022-08-13;pr-al-52;cli-al-68;44345,9542
2022-08-13;pr-wd-93;cli-wd-50;29,4
2022-08-13;pr-al-52;cli-al-33;45510,9535
2022-08-13;pr-wd-93;cli-wd-91;29,68
2022-08-13;pr-al-52;cli-al-07;35861,7197
2022-08-13;pr-wd-93;cli-wd-70;37,78
2022-08-13;pr-al-52;cli-al-15;37229,3276
2022-08-13;pr-wd-93;cli-wd-82;37,26
2022-08-13;pr-al-52;cli-al-32;45460,3014
2022-08-13;pr-wd-93;cli-wd-75;30,82
2022-08-13;pr-wd-93;cli-wd-20;37,68
2022-08-13;pr-wd-93;cli-wd-88;27,44
2022-08-13;pr-wd-93;cli-wd-15;33,76
2022-08-13;pr-wd-93;cli-wd-48;34,76
2022-08-13;pr-wd-93;cli-wd-71;34,52
2022-08-13;pr-wd-93;cli-wd-21;41,44
2022-08-12;pr-wd-93;cli-wd-42;34,64
2022-08-12;pr-wd-93;cli-wd-26;36,98
2022-08-12;pr-al-52;cli-al-14;45156,3885
2022-08-12;pr-wd-93;cli-wd-57;39,14
2022-08-12;pr-dd-15;cli-dd-37;28,1
2022-08-12;pr-al-52;cli-al-58;36317,589
2022-08-12;pr-wd-93;cli-wd-21;28,28
2022-08-12;pr-wd-93;cli-wd-82;33,8
2022-08-12;pr-dd-15;cli-dd-69;28,22
2022-08-12;pr-dd-15;cli-dd-03;29,32
2022-08-12;pr-al-52;cli-al-87;37355,958
2022-08-12;pr-wd-93;cli-wd-90;32,12
2022-08-12;pr-dd-15;cli-dd-37;29,24
2022-08-12;pr-dd-15;cli-dd-88;28,94
2022-08-12;pr-dd-15;cli-dd-49;28,76
2022-08-12;pr-wd-93;cli-wd-19;33,3
2022-08-12;pr-wd-93;cli-wd-89;39,72
2022-08-12;pr-wd-93;cli-wd-85;28,3
2022-08-12;pr-wd-93;cli-wd-12;27,32
2022-08-12;pr-wd-93;cli-wd-61;39,22
2022-08-12;pr-wd-93;cli-wd-41;33,78
2022-08-12;pr-wd-93;cli-wd-33;33,7
2022-08-12;pr-wd-93;cli-wd-50;38,5
2022-08-12;pr-wd-93;cli-wd-68;31,46
2022-08-12;pr-wd-93;cli-wd-71;40,42
2022-08-12;pr-wd-93;cli-wd-86;34,6
2022-08-11;pr-wd-93;cli-wd-33;35,8
2022-08-11;pr-wd-93;cli-wd-81;30,0
2022-08-11;pr-wd-93;cli-wd-24;35,26
2022-08-11;pr-al-52;cli-al-61;44979,106
2022-08-11;pr-wd-93;cli-wd-61;38,88
2022-08-11;pr-al-52;cli-al-98;36824,1104
2022-08-11;pr-wd-93;cli-wd-28;33,98
2022-08-11;pr-al-52;cli-al-58;36596,1758
2022-08-11;pr-al-52;cli-al-43;45333,671
2022-08-11;pr-al-52;cli-al-41;36900,0887
2022-08-11;pr-wd-93;cli-wd-39;39,46
2022-08-11;pr-dd-15;cli-dd-86;28,3
2022-08-11;pr-dd-15;cli-dd-49;27,92
2022-08-11;pr-wd-93;cli-wd-17;30,48
2022-08-11;pr-dd-15;cli-dd-98;27,48
2022-08-11;pr-dd-15;cli-dd-70;28,5
2022-08-11;pr-wd-93;cli-wd-70;31,66
2022-08-11;pr-dd-15;cli-dd-98;28,36
2022-08-11;pr-wd-93;cli-wd-65;37,6
2022-08-11;pr-dd-15;cli-dd-74;28,12
2022-08-11;pr-wd-93;cli-wd-85;31,74
2022-08-11;pr-al-52;cli-al-05;36089,6543
2022-08-11;pr-wd-93;cli-wd-02;39,58
2022-08-11;pr-wd-93;cli-wd-22;32,08
2022-08-11;pr-wd-93;cli-wd-57;32,48
2022-08-11;pr-wd-93;cli-wd-66;41,68
2022-08-11;pr-wd-93;cli-wd-74;31,2
2022-08-11;pr-wd-93;cli-wd-98;27,16
2022-08-11;pr-wd-93;cli-wd-16;34,76
2022-08-10;pr-wd-93;cli-wd-51;39,34
2022-08-10;pr-wd-93;cli-wd-39;42,06
2022-08-10;pr-al-52;cli-al-86;45105,7364
2022-08-10;pr-wd-93;cli-wd-76;32,2
2022-08-10;pr-al-52;cli-al-88;45181,7146
2022-08-10;pr-dd-15;cli-dd-40;29,64
2022-08-10;pr-wd-93;cli-wd-38;28,82
2022-08-10;pr-al-52;cli-al-60;36646,8279
2022-08-10;pr-dd-15;cli-dd-59;29,8
2022-08-10;pr-wd-93;cli-wd-10;35,32
2022-08-10;pr-al-52;cli-al-99;36520,1976
2022-08-10;pr-dd-15;cli-dd-64;28,74
2022-08-10;pr-wd-93;cli-wd-63;31,98
2022-08-10;pr-dd-15;cli-dd-49;28,22
2022-08-10;pr-wd-93;cli-wd-64;39,18
2022-08-10;pr-al-52;cli-al-32;45333,671
2022-08-10;pr-wd-93;cli-wd-07;27,66
2022-08-10;pr-al-52;cli-al-21;35887,0457
2022-08-10;pr-dd-15;cli-dd-20;27,18
2022-08-10;pr-wd-93;cli-wd-26;28,58
2022-08-10;pr-al-52;cli-al-68;36520,1976
2022-08-10;pr-wd-93;cli-wd-86;29,62
2022-08-10;pr-wd-93;cli-wd-15;32,14
2022-08-10;pr-wd-93;cli-wd-85;39,56
2022-08-10;pr-wd-93;cli-wd-79;24,06
2022-08-10;pr-wd-93;cli-wd-86;30,02
2022-08-10;pr-wd-93;cli-wd-92;35,94
2022-08-10;pr-wd-93;cli-wd-14;36,4
2022-08-10;pr-wd-93;cli-wd-27;33,04
2022-08-09;pr-wd-93;cli-wd-40;30,82
2022-08-09;pr-wd-93;cli-wd-58;35,76
2022-08-09;pr-wd-93;cli-wd-28;30,74
2022-08-09;pr-wd-93;cli-wd-26;31,26
2022-08-09;pr-al-52;cli-al-63;36039,0022
2022-08-09;pr-wd-93;cli-wd-66;33,58
